,PDBname,affinity
17556,6q4e,3.46
17557,4bhf,3.46
17558,4nrq,3.46
17559,3nik,3.45
17560,5ory,3.45
17561,4c6z,3.45
17562,2xp5,3.44
17563,3as2,3.44
17564,4b4n,3.44
17565,4umc,3.44
17566,5wi0,3.44
17567,6exs,3.44
17568,6mdq,3.44
17569,1kti,3.43
17570,1ywi,3.43
17571,2c57,3.43
17572,2wig,3.43
17573,3axz,3.43
17574,3ms7,3.43
17575,4k67,3.43
17576,4kw6,3.43
17577,5aqv,3.43
17578,5osl,3.43
17579,2xog,3.43
17580,5ehg,3.43
17581,2qtn,3.42
17582,2sim,3.42
17583,2w08,3.42
17584,3iob,3.42
17585,3kqp,3.42
17586,3muk,3.42
17587,3px9,3.42
17588,4c71,3.42
17589,4d8a,3.42
17590,4llj,3.42
17591,4mi9,3.42
17592,4n8q,3.42
17593,5i38,3.42
17594,1hyz,3.42
17595,2v2c,3.41
17596,3nba,3.41
17597,4yas,3.41
17598,6byk,3.41
17599,6ce8,3.41
17600,6m7i,3.41
17601,6pht,3.41
17602,1bxr,3.4
17603,1f8d,3.4
17604,1hxk,3.4
17605,1ikt,3.4
17606,1jt1,3.4
17607,1l83,3.4
17608,1m83,3.4
17609,1uz4,3.4
17610,1way,3.4
17611,220l,3.4
17612,223l,3.4
17613,2jbu,3.4
17614,2jqk,3.4
17615,2q8i,3.4
17616,2qcd,3.4
17617,2rnx,3.4
17618,3d8y,3.4
17619,3jzh,3.4
17620,3k26,3.4
17621,4abe,3.4
17622,5afl,3.4
17623,5o4t,3.4
17624,5qaw,3.4
17625,5qaz,3.4
17626,5uah,3.4
17627,6fg6,3.4
17628,1il9,3.4
17629,1toj,3.39
17630,2j9h,3.39
17631,3mrx,3.39
17632,4ipn,3.39
17633,4lhm,3.39
17634,4ms0,3.39
17635,5jzb,3.39
17636,5lsh,3.39
17637,5mxk,3.39
17638,5os5,3.39
17639,6pic,3.39
17640,1z34,3.38
17641,2fzg,3.38
17642,3a73,3.38
17643,3tay,3.38
17644,3w07,3.38
17645,4qll,3.38
17646,5l8o,3.38
17647,187l,3.37
17648,1tnh,3.37
17649,1v2u,3.37
17650,1v2v,3.37
17651,2c6g,3.37
17652,2n8t,3.37
17653,3d8z,3.37
17654,3n35,3.37
17655,4b33,3.37
17656,4mrd,3.37
17657,6mnv,3.37
17658,2ha7,3.36
17659,2pvv,3.36
17660,3av9,3.36
17661,3zzh,3.36
17662,4cj4,3.36
17663,4wyp,3.36
17664,5orz,3.36
17665,6gxw,3.36
17666,1ahy,3.36
17667,2vc7,3.36
17668,2qcm,3.35
17669,3c2o,3.35
17670,3pwk,3.35
17671,3zxe,3.35
17672,4gnf,3.35
17673,4joh,3.35
17674,4lkq,3.35
17675,4u7o,3.35
17676,4ucu,3.35
17677,5wxp,3.35
17678,6mmo,3.35
17679,6q6f,3.35
17680,4wet,3.35
17681,2xoi,3.34
17682,3f33,3.34
17683,3ry8,3.34
17684,4b32,3.34
17685,4bt4,3.34
17686,4cp5,3.34
17687,4gwk,3.34
17688,4yuy,3.34
17689,5ehi,3.34
17690,188l,3.33
17691,1jlr,3.33
17692,2a3b,3.33
17693,2pnc,3.33
17694,4ab9,3.33
17695,4b0b,3.33
17696,4b5t,3.33
17697,4k2y,3.33
17698,4pd9,3.33
17699,6mv3,3.33
17700,6sy7,3.33
17701,4b5w,3.33
17702,1pzo,3.32
17703,2wk6,3.32
17704,4a4e,3.32
17705,4cjp,3.32
17706,4i7j,3.32
17707,5gmu,3.32
17708,5l99,3.32
17709,5tg4,3.32
17710,6dlx,3.32
17711,6efj,3.32
17712,6mey,3.32
17713,6oh3,3.32
17714,6pg3,3.32
17715,6phx,3.32
17716,1i2s,3.31
17717,4kc2,3.31
17718,5c7a,3.31
17719,5fe7,3.31
17720,5l98,3.31
17721,5os1,3.31
17722,1pzp,3.31
17723,3msc,3.31
17724,1d7j,3.3
17725,1k9r,3.3
17726,1lt6,3.3
17727,1o4e,3.3
17728,1phw,3.3
17729,1tpw,3.3
17730,1zd2,3.3
17731,1zd3,3.3
17732,2aq7,3.3
17733,2aqb,3.3
17734,2hd1,3.3
17735,2uxx,3.3
17736,2vw2,3.3
17737,2w0s,3.3
17738,2xml,3.3
17739,3aaq,3.3
17740,3avg,3.3
17741,3avh,3.3
17742,3avi,3.3
17743,3avj,3.3
17744,3avk,3.3
17745,3avm,3.3
17746,3avn,3.3
17747,3ch9,3.3
17748,3gv6,3.3
17749,3h2c,3.3
17750,3hcm,3.3
17751,3i90,3.3
17752,3i91,3.3
17753,3l7g,3.3
17754,3n1v,3.3
17755,3n1w,3.3
17756,3n45,3.3
17757,4gj8,3.3
17758,4gj9,3.3
17759,4j58,3.3
17760,4jss,3.3
17761,4mrw,3.3
17762,4msa,3.3
17763,4np3,3.3
17764,4ojq,3.3
17765,4oue,3.3
17766,4tz8,3.3
17767,4u6e,3.3
17768,4ucr,3.3
17769,4x13,3.3
17770,5ejw,3.3
17771,5g45,3.3
17772,5ggp,3.3
17773,5l96,3.3
17774,5mgg,3.3
17775,5mgl,3.3
17776,5mgm,3.3
17777,5mt0,3.3
17778,5mt4,3.3
17779,5oul,3.3
17780,5v19,3.3
17781,5vdr,3.3
17782,5vds,3.3
17783,6bsx,3.3
17784,6hov,3.3
17785,3n3l,3.3
17786,4b6f,3.3
17787,4ddh,3.3
17788,1ax1,3.29
17789,4f20,3.29
17790,5duw,3.29
17791,6ibk,3.29
17792,1bcu,3.28
17793,1g9t,3.28
17794,1x07,3.28
17795,2xgs,3.28
17796,3d52,3.28
17797,3ms4,3.28
17798,3tfu,3.28
17799,3zsx,3.28
17800,4eh7,3.28
17801,4fl1,3.28
17802,4yv0,3.28
17803,5moe,3.28
17804,5odu,3.28
17805,5yf1,3.28
17806,5z4o,3.28
17807,1axr,3.27
17808,3ioe,3.27
17809,4jbl,3.27
17810,5jzs,3.27
17811,5kdf,3.27
17812,1l5s,3.26
17813,4egh,3.26
17814,4k66,3.26
17815,5yas,3.26
17816,3t1l,3.26
17817,4wkt,3.26
17818,1v2j,3.25
17819,2ndo,3.25
17820,3ta1,3.25
17821,4lm0,3.25
17822,4zij,3.25
17823,5oxl,3.25
17824,2r8q,3.24
17825,3qfz,3.24
17826,4b2l,3.24
17827,4k60,3.24
17828,4luo,3.24
17829,4qlk,3.24
17830,4y2u,3.24
17831,5o0a,3.24
17832,6er3,3.24
17833,6g9b,3.24
17834,1px4,3.23
17835,2gmk,3.23
17836,3zsy,3.23
17837,4kc4,3.23
17838,4lm1,3.23
17839,4unp,3.23
17840,5ene,3.23
17841,5qay,3.23
17842,1br6,3.22
17843,1e6s,3.22
17844,1.00E+72,3.22
17845,1evh,3.22
17846,1ew9,3.22
17847,1k1y,3.22
17848,1q5l,3.22
17849,1tog,3.22
17850,1x6u,3.22
17851,2bv4,3.22
17852,2ri9,3.22
17853,2uy3,3.22
17854,3aru,3.22
17855,3i8t,3.22
17856,4n5d,3.22
17857,4tyl,3.22
17858,4wn0,3.22
17859,5go2,3.22
17860,5n1y,3.22
17861,5ou2,3.22
17862,1qwu,3.22
17863,1zc9,3.22
17864,1s5z,3.21
17865,3fty,3.21
17866,5mwo,3.21
17867,5osd,3.21
17868,6tim,3.21
17869,1axz,3.2
17870,2nd0,3.2
17871,2wij,3.2
17872,3kab,3.2
17873,4nrm,3.2
17874,5cs6,3.2
17875,5d9p,3.2
17876,5flp,3.2
17877,5ijr,3.2
17878,2w0x,3.2
17879,1o6i,3.19
17880,2zdx,3.19
17881,3dxh,3.19
17882,3g1v,3.19
17883,4gzx,3.19
17884,4mlx,3.19
17885,6dyn,3.19
17886,6f6i,3.19
17887,6pvy,3.19
17888,6ssy,3.19
17889,1b9s,3.18
17890,1lbk,3.18
17891,1ro7,3.18
17892,2wik,3.18
17893,3at1,3.18
17894,3bug,3.18
17895,3kid,3.18
17896,4hnc,3.17
17897,4uce,3.17
17898,4x3i,3.17
17899,5fox,3.17
17900,5ose,3.17
17901,6cv8,3.17
17902,5fot,3.17
17903,2ymd,3.16
17904,3ad8,3.16
17905,3ecn,3.16
17906,3f34,3.16
17907,3f35,3.16
17908,3kpu,3.16
17909,3lk0,3.16
17910,4eh2,3.16
17911,4pli,3.16
17912,5n1x,3.16
17913,1e6q,3.15
17914,1eei,3.15
17915,1k9q,3.15
17916,1noi,3.15
17917,1noj,3.15
17918,1nok,3.15
17919,1rin,3.15
17920,2fr8,3.15
17921,2p8n,3.15
17922,3cgy,3.15
17923,3.00E+73,3.15
17924,4de5,3.15
17925,4fzj,3.15
17926,4lw1,3.15
17927,4x0z,3.15
17928,5e5g,3.15
17929,5flo,3.15
17930,5fnf,3.15
17931,6cc9,3.15
17932,6ccx,3.15
17933,2f1a,3.14
17934,2ya7,3.14
17935,3odk,3.14
17936,4b34,3.14
17937,6cea,3.14
17938,1ax0,3.13
17939,3kac,3.13
17940,5c5t,3.13
17941,6d1k,3.13
17942,6dhu,3.13
17943,6die,3.13
17944,1h9l,3.12
17945,2ksb,3.12
17946,4bt3,3.12
17947,4cgi,3.12
17948,4uct,3.12
17949,5ey4,3.12
17950,1k2i,3.11
17951,1uod,3.11
17952,2ay6,3.11
17953,2lto,3.11
17954,2lwi,3.11
17955,3c2r,3.11
17956,3msj,3.11
17957,4aj1,3.11
17958,4ajk,3.11
17959,4d52,3.11
17960,4gbz,3.11
17961,4wf4,3.11
17962,5enb,3.11
17963,1a5v,3.1
17964,1af2,3.1
17965,1ec9,3.1
17966,1pu7,3.1
17967,1pu8,3.1
17968,1swi,3.1
17969,2xdl,3.1
17970,3buf,3.1
17971,3f78,3.1
17972,3mo8,3.1
17973,4cjr,3.1
17974,4j79,3.1
17975,4kz6,3.1
17976,4pl6,3.1
17977,4y2j,3.1
17978,4y64,3.1
17979,5aqq,3.1
17980,5cr7,3.1
17981,5eh8,3.1
17982,5ggo,3.1
17983,5lzg,3.1
17984,5lzh,3.1
17985,5orw,3.1
17986,4pxf,3.1
17987,1mdl,3.09
17988,1ugw,3.09
17989,4eh5,3.09
17990,6pml,3.09
17991,1y1z,3.08
17992,4yv1,3.08
17993,6ew6,3.08
17994,1hiy,3.08
17995,5ehv,3.08
17996,1rnm,3.07
17997,1s26,3.07
17998,3mof,3.07
17999,6fh3,3.07
18000,4yrs,3.07
18001,2jfh,3.06
18002,2ksa,3.06
18003,3atm,3.06
18004,3hw1,3.06
18005,3rxi,3.06
18006,3rxj,3.06
18007,4nyi,3.06
18008,4csy,3.06
18009,1f74,3.05
18010,1gzg,3.05
18011,1o41,3.05
18012,1pum,3.05
18013,1uj5,3.05
18014,1uj6,3.05
18015,2ohl,3.05
18016,2vcw,3.05
18017,4g5f,3.05
18018,4guj,3.05
18019,4u5v,3.05
18020,5abe,3.05
18021,5ort,3.05
18022,6ncn,3.05
18023,1gvk,3.05
18024,1rtf,3.04
18025,2pcu,3.04
18026,3ay0,3.04
18027,3t08,3.04
18028,3t1m,3.04
18029,3zvv,3.04
18030,4i7k,3.04
18031,4lm4,3.04
18032,5fls,3.04
18033,1ogd,3.03
18034,1ws5,3.03
18035,2ggu,3.03
18036,2ha3,3.03
18037,3adv,3.03
18038,3esj,3.03
18039,4lm2,3.03
18040,5aoi,3.03
18041,4qp2,3.03
18042,2vmd,3.02
18043,3dc2,3.02
18044,3fuk,3.02
18045,4q81,3.02
18046,4xm8,3.02
18047,5z4h,3.02
18048,6n19,3.02
18049,6f6n,3.02
18050,1g42,3.01
18051,1utm,3.01
18052,4g0p,3.01
18053,5-Jan,3.01
18054,1ecq,3
18055,1hqg,3
18056,1mcz,3
18057,1ux7,3
18058,1w7h,3
18059,1wbo,3
18060,1ws4,3
18061,1yc5,3
18062,1z9h,3
18063,1zm7,3
18064,2f1b,3
18065,2h2e,3
18066,2q8h,3
18067,2r0y,3
18068,2rka,3
18069,2v3u,3
18070,2vin,3
18071,2vtm,3
18072,2wa3,3
18073,2xgm,3
18074,2xgo,3
18075,2xp3,3
18076,2ych,3
18077,3ap7,3
18078,3d9o,3
18079,3eka,3
18080,3grj,3
18081,3ime,3
18082,3nf8,3
18083,3nk8,3
18084,3ob0,3
18085,4b2i,3
18086,4fe9,3
18087,4k0o,3
18088,4k5z,3
18089,4k64,3
18090,4k72,3
18091,4l51,3
18092,4l5j,3
18093,4lkh,3
18094,4llk,3
18095,4m5r,3
18096,4o7d,3
18097,4oyp,3
18098,4oz2,3
18099,4r3w,3
18100,4txs,3
18101,4u0w,3
18102,4wh9,3
18103,5a5o,3
18104,5aqr,3
18105,5ehw,3
18106,5fnq,3
18107,5jah,3
18108,5l97,3
18109,5lz2,3
18110,5tpc,3
18111,5u66,3
18112,5ye8,3
18113,6fh6,3
18114,6fh7,3
18115,6ftz,3
18116,6n17,3
18117,1wbg,3
18118,5c7b,3
18119,6gjy,3
18120,3ump,2.99
18121,4a4g,2.99
18122,4bps,2.99
18123,2rnw,2.98
18124,3ckb,2.98
18125,3djq,2.98
18126,4ibc,2.98
18127,5aba,2.98
18128,5aqu,2.98
18129,2hw2,2.97
18130,4ceb,2.97
18131,5flq,2.97
18132,1f4e,2.96
18133,1w1t,2.96
18134,1ykp,2.96
18135,2br6,2.96
18136,2kdh,2.96
18137,2w8j,2.96
18138,3g34,2.96
18139,3imc,2.96
18140,3img,2.96
18141,4dst,2.96
18142,4k3l,2.96
18143,4mrg,2.96
18144,4owm,2.96
18145,5fng,2.96
18146,6r9x,2.96
18147,4bgy,2.96
18148,4y62,2.95
18149,1p6d,2.94
18150,2vmc,2.94
18151,1tng,2.93
18152,3ftv,2.93
18153,4zv2,2.93
18154,1eef,2.92
18155,1h2k,2.92
18156,1o4k,2.92
18157,1p6e,2.92
18158,1zp5,2.92
18159,2aa9,2.92
18160,2aay,2.92
18161,2fkf,2.92
18162,2fw6,2.92
18163,2fwp,2.92
18164,2kfg,2.92
18165,3alt,2.92
18166,3k8c,2.92
18167,4ai5,2.92
18168,4ef6,2.92
18169,4lm3,2.92
18170,4x14,2.92
18171,4y2q,2.92
18172,4zki,2.92
18173,5c0k,2.92
18174,5x4m,2.92
18175,6fv4,2.92
18176,3iaf,2.92
18177,4u4s,2.92
18178,5ct2,2.92
18179,1ms0,2.91
18180,2ay4,2.91
18181,2pri,2.91
18182,4kc1,2.91
18183,3c2u,2.9
18184,5aom,2.9
18185,1cet,2.89
18186,1iih,2.89
18187,1ugp,2.89
18188,2k2r,2.89
18189,2wpb,2.89
18190,2wtx,2.89
18191,3f36,2.89
18192,3g31,2.89
18193,4b35,2.89
18194,4cd8,2.89
18195,4gqq,2.89
18196,4kzb,2.89
18197,4llx,2.89
18198,4u5u,2.89
18199,4urx,2.89
18200,5aes,2.89
18201,5flt,2.89
18202,5ngz,2.89
18203,6b7b,2.89
18204,6f6s,2.89
18205,6mvu,2.89
18206,5orv,2.89
18207,1.00E+34,2.88
18208,2woq,2.88
18209,4a4f,2.88
18210,4ucv,2.88
18211,4fgz,2.87
18212,5thj,2.87
18213,3zt3,2.86
18214,4ouj,2.86
18215,4pd5,2.86
18216,5z1c,2.86
18217,1il4,2.85
18218,2a29,2.85
18219,2ork,2.85
18220,3atk,2.85
18221,3rxa,2.85
18222,3udh,2.85
18223,4luv,2.85
18224,4mlt,2.85
18225,4x47,2.85
18226,4ym2,2.85
18227,5aqo,2.85
18228,5th4,2.85
18229,6jjm,2.85
18230,3k3g,2.85
18231,3fu3,2.84
18232,3moh,2.84
18233,3zt2,2.84
18234,4cgj,2.84
18235,4yz5,2.83
18236,1czc,2.82
18237,1p17,2.82
18238,2a3a,2.82
18239,2rib,2.82
18240,2w6z,2.82
18241,2xj0,2.82
18242,2yc0,2.82
18243,3fue,2.82
18244,3lka,2.82
18245,3ppr,2.82
18246,4dsu,2.82
18247,4k7i,2.82
18248,4pb1,2.82
18249,4z46,2.82
18250,5aip,2.82
18251,6evm,2.82
18252,6mj7,2.82
18253,6cw4,2.82
18254,4eh4,2.81
18255,4oyt,2.81
18256,4rrg,2.81
18257,2bge,2.8
18258,2bza,2.8
18259,3zt4,2.8
18260,4kz8,2.8
18261,4urw,2.8
18262,4yw2,2.8
18263,5fbi,2.8
18264,5fov,2.8
18265,5hki,2.8
18266,5ofw,2.8
18267,5zee,2.8
18268,6rqk,2.8
18269,6aad,2.79
18270,3ftw,2.78
18271,4yrt,2.78
18272,5os4,2.78
18273,2yiv,2.78
18274,2bet,2.77
18275,3fcq,2.77
18276,3l0n,2.77
18277,4a4h,2.77
18278,4g5y,2.77
18279,4kz3,2.77
18280,4urv,2.77
18281,4ykk,2.77
18282,5aqn,2.77
18283,5oug,2.77
18284,6er4,2.77
18285,1ny2,2.76
18286,4bt5,2.76
18287,5er4,2.76
18288,1rql,2.75
18289,5oyd,2.75
18290,6aan,2.75
18291,1dg9,2.74
18292,2qwb,2.74
18293,2vyt,2.74
18294,4m6u,2.74
18295,4ndu,2.74
18296,5os2,2.74
18297,6a9c,2.74
18298,1pfu,2.72
18299,2rkd,2.72
18300,3p4r,2.72
18301,5fsx,2.72
18302,6dih,2.72
18303,4kpz,2.71
18304,6poh,2.71
18305,1br5,2.7
18306,1gym,2.7
18307,1lt5,2.7
18308,1tc1,2.7
18309,1ylv,2.7
18310,2fzc,2.7
18311,2ha4,2.7
18312,2krd,2.7
18313,2ohk,2.7
18314,2ow6,2.7
18315,2uyn,2.7
18316,3bra,2.7
18317,3ftz,2.7
18318,3fud,2.7
18319,3fuf,2.7
18320,3fuh,2.7
18321,3gk2,2.7
18322,3gsg,2.7
18323,3rqw,2.7
18324,3sl0,2.7
18325,3zsz,2.7
18326,3zt1,2.7
18327,4h4b,2.7
18328,4okp,2.7
18329,4old,2.7
18330,4wks,2.7
18331,4ypf,2.7
18332,4yrc,2.7
18333,4yrg,2.7
18334,6fty,2.7
18335,6nmb,2.7
18336,3hvg,2.7
18337,3zsw,2.7
18338,4yrr,2.7
18339,5aok,2.7
18340,3elc,2.69
18341,4usw,2.69
18342,5k5s,2.69
18343,1hgi,2.68
18344,1o8b,2.68
18345,2q72,2.68
18346,3rxk,2.68
18347,4b3c,2.68
18348,4b3d,2.68
18349,5aqj,2.68
18350,5aqp,2.68
18351,3lvw,2.67
18352,6prt,2.67
18353,1il5,2.66
18354,3a1e,2.66
18355,3rxb,2.66
18356,4y2p,2.66
18357,5eld,2.66
18358,1g5f,2.64
18359,1o4i,2.64
18360,4i8x,2.64
18361,4q7w,2.64
18362,4q8y,2.64
18363,4ufl,2.64
18364,6fhu,2.64
18365,3p1d,2.64
18366,1ajn,2.63
18367,1cze,2.62
18368,1w1y,2.62
18369,2kfh,2.62
18370,3f37,2.62
18371,3f38,2.62
18372,3fk1,2.62
18373,3rxl,2.62
18374,4lnf,2.62
18375,4lno,2.62
18376,5foo,2.62
18377,5lvd,2.62
18378,1o4p,2.6
18379,2c4v,2.6
18380,2r5a,2.6
18381,3gwv,2.6
18382,3rxf,2.6
18383,5g46,2.6
18384,6mia,2.6
18385,4up5,2.6
18386,2ay5,2.59
18387,2jst,2.59
18388,3gvb,2.59
18389,4o3a,2.59
18390,4o3c,2.59
18391,4wef,2.59
18392,5tpb,2.59
18393,1gwv,2.57
18394,2ria,2.57
18395,2wq4,2.57
18396,3kgp,2.57
18397,5v4q,2.57
18398,6poq,2.57
18399,1il3,2.55
18400,1kf0,2.55
18401,3b3s,2.55
18402,5eif,2.55
18403,5n53,2.55
18404,5os0,2.55
18405,3ovn,2.55
18406,1iup,2.54
18407,4hj2,2.53
18408,1rq2,2.52
18409,1wdr,2.52
18410,3ad7,2.52
18411,3bf1,2.52
18412,3fq7,2.52
18413,3gr2,2.52
18414,3vdb,2.52
18415,4e3f,2.52
18416,4urz,2.52
18417,5f6d,2.52
18418,5f6u,2.52
18419,3mfv,2.52
18420,3g30,2.51
18421,4ctj,2.51
18422,6dji,2.51
18423,1ai4,2.5
18424,1o4q,2.49
18425,4efk,2.49
18426,4kz7,2.49
18427,6c3n,2.49
18428,4ej2,2.49
18429,1gyx,2.48
18430,4u5n,2.48
18431,4ze6,2.48
18432,5mn1,2.48
18433,5mnb,2.48
18434,5mnx,2.48
18435,5mon,2.48
18436,1utl,2.47
18437,3rik,2.47
18438,4gne,2.47
18439,4y4j,2.47
18440,5dv4,2.47
18441,5jal,2.47
18442,6fhq,2.47
18443,1tok,2.47
18444,1gbq,2.46
18445,1o4o,2.46
18446,2aez,2.46
18447,3l79,2.46
18448,4ah9,2.46
18449,4ddm,2.46
18450,4eh6,2.46
18451,4x8u,2.46
18452,5aqh,2.46
18453,1o4h,2.44
18454,1oba,2.44
18455,1t4s,2.44
18456,2i2b,2.44
18457,2xiy,2.44
18458,3ked,2.44
18459,3l7c,2.44
18460,3mjl,2.44
18461,4d62,2.44
18462,5os3,2.43
18463,6mli,2.43
18464,4u5o,2.42
18465,1o4r,2.41
18466,2wsx,2.41
18467,4u5s,2.41
18468,6aaq,2.41
18469,2wi1,2.4
18470,3dxg,2.4
18471,3l7b,2.4
18472,3pcb,2.4
18473,4u5l,2.4
18474,4y38,2.4
18475,4zsm,2.4
18476,3t2t,2.4
18477,1nwl,2.39
18478,4nyt,2.39
18479,4tya,2.39
18480,1f73,2.39
18481,3f6e,2.38
18482,4aj2,2.38
18483,6md8,2.38
18484,3t0d,2.37
18485,4jck,2.37
18486,6rnt,2.37
18487,1o4j,2.36
18488,3g2z,2.36
18489,5fsc,2.36
18490,1qi0,2.35
18491,3gtc,2.35
18492,4k3k,2.35
18493,4y3y,2.35
18494,1z6d,2.34
18495,4iie,2.34
18496,5elf,2.34
18497,2qve,2.32
18498,5aol,2.32
18499,1m0o,2.31
18500,4y0a,2.31
18501,5mz8,2.31
18502,1inh,2.3
18503,1jdj,2.3
18504,1n1g,2.3
18505,1o4g,2.3
18506,1uxa,2.3
18507,1w1p,2.3
18508,2ay7,2.3
18509,2hdu,2.3
18510,2xix,2.3
18511,2xlc,2.3
18512,3dyo,2.3
18513,3kgq,2.3
18514,3mhw,2.3
18515,3pcg,2.3
18516,3rv4,2.3
18517,4b6e,2.3
18518,4e3d,2.3
18519,4g0y,2.3
18520,4led,2.3
18521,4wh7,2.3
18522,5enc,2.3
18523,5eni,2.3
18524,5enj,2.3
18525,5g42,2.3
18526,6au2,2.3
18527,6gmq,2.3
18528,1hyv,2.3
18529,4jsz,2.3
18530,2ay1,2.29
18531,4ddk,2.29
18532,4ehv,2.29
18533,5fnj,2.29
18534,1ps3,2.28
18535,2rjs,2.28
18536,3fu0,2.28
18537,3ip8,2.28
18538,1hge,2.27
18539,1uto,2.27
18540,4ahu,2.27
18541,4mfe,2.27
18542,1ew8,2.26
18543,3ao1,2.26
18544,4eh9,2.26
18545,4np2,2.26
18546,5v6u,2.26
18547,1ukt,2.25
18548,1rdl,2.24
18549,2ay8,2.24
18550,2os9,2.24
18551,5f6v,2.24
18552,5m9w,2.24
18553,5nzo,2.24
18554,1ajp,2.23
18555,2igv,2.23
18556,3ao5,2.23
18557,3i3b,2.23
18558,1icj,2.22
18559,1m0n,2.22
18560,2aac,2.22
18561,4aci,2.22
18562,4uru,2.22
18563,4ury,2.22
18564,4x11,2.22
18565,5fsb,2.22
18566,5jqb,2.22
18567,5hcl,2.22
18568,1x8d,2.21
18569,1w1v,2.2
18570,2vvo,2.2
18571,4eh8,2.2
18572,4ahr,2.19
18573,4ahs,2.19
18574,4jdf,2.19
18575,4mre,2.19
18576,5nzp,2.19
18577,4amx,2.19
18578,3l7d,2.18
18579,6g47,2.18
18580,3gqz,2.17
18581,4y3j,2.17
18582,5oxk,2.17
18583,5z5f,2.17
18584,6gmx,2.17
18585,2ay9,2.16
18586,4tim,2.16
18587,5fe6,2.16
18588,6ghj,2.16
18589,1uxb,2.15
18590,4b0j,2.15
18591,4q90,2.15
18592,5cs3,2.15
18593,6r9s,2.15
18594,3rxg,2.15
18595,6fap,2.15
18596,6fi1,2.15
18597,6abx,2.14
18598,6dim,2.14
18599,6djd,2.14
18600,1p2g,2.13
18601,6gz9,2.13
18602,1qx1,2.12
18603,2w8w,2.12
18604,3gv9,2.12
18605,6r9u,2.12
18606,3uf9,2.11
18607,6aao,2.11
18608,2zg1,2.1
18609,4aml,2.1
18610,4cs9,2.1
18611,6r49,2.1
18612,1njj,2.1
18613,3rxp,2.08
18614,5tyh,2.08
18615,3ao4,2.07
18616,4b0c,2.07
18617,1qq9,2.06
18618,1rdi,2.06
18619,2zg3,2.06
18620,4u54,2.06
18621,1jfh,2.05
18622,4e4a,2.05
18623,4x8t,2.05
18624,5eiw,2.05
18625,4ty9,2.05
18626,2ks9,2.04
18627,4ty8,2.03
18628,5ekx,2.03
18629,5nzq,2.03
18630,1gbt,2
18631,1ing,2
18632,2bmv,2
18633,2hds,2
18634,2r58,2
18635,3c2f,2
18636,3g2y,2
18637,3pce,2
18638,3rv3,2
18639,4ctk,2
18640,4kz5,2
18641,4qsu,2
18642,4qsv,2
18643,4u58,2
18644,6evq,2
18645,6ra1,2
18646,4awj,2
18647,4y4g,2
18648,3i3d,1.99
18649,1wdq,1.98
18650,6h7u,1.98
18651,6hzp,1.98
18652,1tnj,1.96
18653,2gga,1.96
18654,5oxn,1.96
18655,4mrf,1.95
18656,6abk,1.95
18657,2rjr,1.94
18658,5nn4,1.94
18659,1efi,1.92
18660,3ehn,1.92
18661,4bh3,1.92
18662,1f2o,1.91
18663,1f2p,1.9
18664,4mrh,1.9
18665,4x8s,1.89
18666,1mwt,1.88
18667,1tnl,1.88
18668,2ay2,1.88
18669,1fd7,1.85
18670,3khv,1.85
18671,1rdn,1.84
18672,1af6,1.82
18673,1bra,1.82
18674,1d5r,1.82
18675,1y1m,1.82
18676,3eqb,1.82
18677,4ahv,1.82
18678,1ga8,1.8
18679,3rxh,1.8
18680,2zgm,1.79
18681,3f39,1.78
18682,5ggl,1.78
18683,4bgx,1.77
18684,5ggj,1.75
18685,5zef,1.75
18686,1u2y,1.74
18687,4qsx,1.74
18688,2hdr,1.72
18689,3ern,1.72
18690,3vzg,1.72
18691,3zst,1.72
18692,3g6m,1.71
18693,2sfp,1.7
18694,3gf2,1.7
18695,3oay,1.7
18696,4tyb,1.7
18697,6cex,1.7
18698,6cf5,1.7
18699,2o9r,1.68
18700,4qsw,1.68
18701,1hgj,1.66
18702,1rdj,1.66
18703,1a7t,1.64
18704,4d63,1.64
18705,2it4,1.62
18706,5k5c,1.62
18707,1w8m,1.6
18708,3itc,1.6
18709,2b1q,1.59
18710,5cs5,1.58
18711,5ofv,1.58
18712,1iig,1.57
18713,3rup,1.57
18714,4amw,1.55
18715,3mwe,1.54
18716,4lh3,1.52
18717,5ct1,1.52
18718,5ele,1.52
18719,1tnk,1.49
18720,5vqe,1.49
18721,4bh4,1.49
18722,5eb3,1.45
18723,1ozv,1.44
18724,1utp,1.44
18725,3.00E+81,1.43
18726,1hty,1.4
18727,1o4l,1.4
18728,1o4m,1.4
18729,1o4n,1.4
18730,2hdq,1.4
18731,3eor,1.4
18732,1qpb,1.36
18733,2vl1,1.35
18734,3nm6,1.35
18735,2igw,1.31
18736,5mnc,1.31
18737,5mny,1.31
18738,5moo,1.31
18739,1a0t,1.3
18740,1b74,1.3
18741,2fah,1.3
18742,5oxm,1.3
18743,1f9g,1.28
18744,4clp,1.27
18745,4fci,1.26
18746,4fck,1.26
18747,4lh2,1.24
18748,4to8,1.24
18749,3fl9,1.11
18750,5eb2,1.11
18751,1maw,1.1
18752,1aw1,1.05
18753,1p0y,1
18754,2b1r,1
18755,2d2v,1
18756,2w97,0.96
18757,1wkm,0.82
18758,3k41,0.82
18759,4eu3,0.82
18760,4obv,0.75
18761,1zsb,0.6
18762,1w8l,0.49
18763,3fqa,0.49
18764,3gww,0.45
18765,3zzf,0.4
18766,6oxq,11.3
18767,6oxp,11
